0,0.644846,0.652557
1,0.603642,0.617942
2,0.567545,0.587471
3,0.535462,0.561638
4,0.506727,0.539803
5,0.48104,0.519723
6,0.456804,0.503073
7,0.436319,0.488301
8,0.416266,0.475575
9,0.398182,0.464916
10,0.381729,0.454606
11,0.366304,0.447439
12,0.351811,0.440394
13,0.338841,0.433813
14,0.326361,0.425121
15,0.314987,0.419247
16,0.304503,0.414699
17,0.293955,0.407683
18,0.284753,0.403539
19,0.275818,0.399165
20,0.267346,0.395391
21,0.25942,0.391142
22,0.25151,0.388062
23,0.244458,0.385902
24,0.237807,0.382951
25,0.231792,0.381247
26,0.225466,0.37903
27,0.21991,0.376999
28,0.214613,0.374739
29,0.209743,0.373032
30,0.20465,0.370058
31,0.20011,0.368301
32,0.195505,0.367697
33,0.191243,0.365472
34,0.187023,0.363282
35,0.183006,0.360936
36,0.179103,0.359552
37,0.175534,0.357739
38,0.171981,0.35627
39,0.169119,0.354973
40,0.165716,0.354508
41,0.162676,0.354004
42,0.159348,0.352972
43,0.156639,0.353268
44,0.154194,0.352274
45,0.151939,0.351193
46,0.149235,0.350546
47,0.146983,0.34985
48,0.144619,0.349913
49,0.142418,0.349833
50,0.140115,0.347941
51,0.13817,0.347648
52,0.136063,0.347458
53,0.133964,0.347345
54,0.132111,0.346992
55,0.130017,0.347256
56,0.128333,0.346662
57,0.126138,0.347028
58,0.124206,0.347392
59,0.122451,0.34778
60,0.121141,0.348268
61,0.119525,0.348355
62,0.117705,0.34716
63,0.116194,0.347614
64,0.114253,0.347052
65,0.112857,0.347527
66,0.111592,0.347429
67,0.110275,0.348003
68,0.108927,0.348269
69,0.107365,0.348468
70,0.106221,0.347809
71,0.105158,0.348243
72,0.103421,0.349079
73,0.102333,0.349879
74,0.101344,0.349142
75,0.100313,0.349579
76,0.099333,0.34975
77,0.098096,0.349249
78,0.097076,0.349115
79,0.095579,0.350325
80,0.094605,0.349921
81,0.093416,0.348684
82,0.092509,0.349526
83,0.091589,0.349888
84,0.090774,0.349631
85,0.089615,0.348845
86,0.088845,0.348774
87,0.087591,0.349503
88,0.086866,0.349993
89,0.086118,0.350159
90,0.085253,0.350839
91,0.084439,0.351006
92,0.08354,0.351484
93,0.082831,0.35234
94,0.082018,0.352481
95,0.081219,0.353477
96,0.080721,0.353441
97,0.080056,0.353737
98,0.079218,0.35385
99,0.078518,0.354215
100,0.077669,0.354967
101,0.076793,0.355693
102,0.07609,0.355728
103,0.075398,0.355478
104,0.074886,0.356159
105,0.074198,0.356029
106,0.073605,0.357049
