feature,mean_importance
Age,-0.0023280887211203694
RestingBP,0.00042719057667494064
RestingECG,0.0026821234024434816
FastingBS,0.0031934658177781073
ExerciseAngina,0.005768478385855114
Oldpeak,0.015476485836548981
MaxHR,0.017740825946247606
Sex,0.023888456884195698
Cholesterol,0.025690835913915588
ChestPainType,0.05757640730209831
ST_Slope,0.1985194798340203
